護衛艦「いずも」の“空母化” 防衛大綱の骨子 与党が了承,2018年12月11日,新たな「防衛計画の大綱」に向けた与党の作業チームは、自衛隊最大の護衛艦「いずも」を「多用途運用護衛艦」として改修し、事実上「空母化」することについて、専守防衛の範囲での運用を文書で明確にすることなどを確認し、導入を了承しました。新たな「防衛計画の大綱」の策定で焦点となっている、護衛艦の「空母化」をめぐっては与党の作業チームで、公明党側が、「憲法上、保有が許されない『攻撃型空母』と異なることが明確でない」などと懸念を示し了承がこれまで３度見送られました。こうした中、11日の会合で政府は、自衛隊最大の護衛艦「いずも」を改修して、「空母」の役割も担わせる「多用途運用護衛艦」には、短い滑走路でも離陸し、垂直に着陸できる最新鋭のステルス戦闘機、Ｆ35Ｂで構成する部隊は、常時搭載しないなど、「攻撃型空母」とは異なると説明しました。これを受けて、与党側は、従来の政府見解に基づいた専守防衛の範囲での運用を文書で明確にすることなどを確認しました。そして、「『攻撃型空母』にはあたらないことが明確になった」として、事実上の「空母化」を含む、新たな「大綱」の骨子を了承しました。また、会合では、来年度から５年間の、具体的な装備品の整備の規模などを定める、中期防衛力整備計画の骨子も了承しました。この中には、サイバー防衛や海上輸送の分野で陸・海・空を横断した共同部隊の新設や、新型迎撃ミサイルシステム「イージス・アショア」の整備などが盛り込まれています。政府は、「防衛計画の大綱」と「中期防衛力整備計画」を来週18日にも決定することにしています。
ヤマハ発動機 自動車事業への参入を断念,2018年12月11日,大手バイクメーカーのヤマハ発動機は、2020年までに乗用車の製造・販売への参入を目指していましたが、採算が見込めないとして、今回の事業化を断念することになりました。これは日高祥博社長が、11日の中期経営計画の発表で明らかにしました。ヤマハ発動機は、５年前から小型のガソリンエンジン車や電気自動車の研究・開発を進めていて、2020年までの製造・販売を目指してきました。検討を進めた結果、乗用車を量産する態勢を作るには多額の投資が必要で採算が見込めないと判断し、今回の事業化を断念することになりました。日高社長は「他社と差別化した技術で参入することを検討してきた。普通乗用車の領域に事業として進んでいくことは、いったん凍結するという判断になったが、新しいモビリティの開発は引き続き行っていきたい」と述べました。ヤマハ発動機が自動車事業に本格参入すれば、日本の主要メーカーとしては昭和38年のホンダ以来となるだけに、その開発状況が注目されていました。
担任の不適切指導で中１男子自殺 父親「再発防止徹底を」,2018年12月11日,３年前、鹿児島県奄美市で中学１年の男子生徒が自殺したのは、担任の教諭の不適切な対応などで追い詰めたことが原因だったとする市の第三者委員会の報告書がまとまったことを受け、父親が11日会見し、「同じ事を繰り返さないためにも再発防止を徹底してほしい」と訴えました。平成27年11月、鹿児島県奄美市の中学１年の男子生徒が、担任の教諭から「同級生に嫌がらせをした」として指導され、その日の夕方、担任が家庭訪問をした直後に自宅で自殺したことについて、市が設置した第三者委員会は担任の教諭の指導や不適切な対応で生徒を追い詰めたことが原因だったとする報告書をまとめました。これを受けて、生徒の40代の父親が11日、鹿児島県庁で会見を開き「教師の高圧的な態度や声かけ一つで生徒を自殺に追い込むことがあることが息子の自殺でわかったと思う。同じ事を繰り返さないためにも学校現場では再発防止を徹底してほしい」と訴えました。そのうえで、市の教育委員会が、当初、生徒はいじめの加害者としての責任を感じて自殺したという認識を示していたことについて「息子には人に迷惑をかけるようなことはしないよう教えてきたので、いじめをしたのではないと信じていたが、それが認定され、ほっとした。名誉を守ることができたと思う」と語りました。生徒の父親は、年明けにも奄美市に対して、第三者委員会の報告書に盛り込まれた再発防止のための提言をきちんと実行させるよう要望することにしています。
ＮＨＫ帯広放送局副部長 手当不正受給で懲戒免職,2018年12月11日,ＮＨＫ帯広放送局の副部長が、単身赴任手当など520万円余りを不正に受け取っていたことがわかり、ＮＨＫは懲戒免職処分にしました。ＮＨＫの調査によりますと、帯広放送局技術部の51歳の副部長は、おととし７月から先月にかけ、単身赴任をしているといううその届け出をし、単身赴任手当など合わせて524万円余りを不正に受け取っていました。副部長は、単身赴任の証明書類として偽造されたガスの検針票を毎月提出していましたが、書式が異なることがわかり、不正が発覚しました。ＮＨＫは副部長を11日付けで懲戒免職処分にするとともに、不正に受け取った手当などは全額弁済させることにしています。また、別の職員が単身赴任期間中に手当の支給要件を満たしていない期間があったのに速やかに変更の手続きをしていなかったとして、224万円余りを精算させるとともに、出勤停止14日の懲戒処分にすることを決めました。さらに、単身赴任制度を所管する人事局の局長を譴責、担当管理職４人を厳重注意としました。そして、今回の事態を重く受け止め、上田良一会長が１か月分の報酬の50％を自主返納するのをはじめ、堂元光副会長と松坂千尋理事、鈴木郁子理事も報酬の一部を自主返納することになりました。ＮＨＫは再発防止策として、単身赴任手当の受給者全員を対象に緊急の総点検を行うほか、新たなルールとして必要書類の原本提出を義務化することなどを決めました。ＮＨＫは「手当をめぐる不正・不適切な事案が起きたことについて、視聴者の皆さまに深くお詫びいたします。再発防止に向けた取り組みに全力を尽くします」とコメントしています。また、ことし10月、駅のエスカレーターで女性のスカートの中にスマートフォンを差し入れたとして逮捕され、その後、不起訴処分となった報道局の42歳のチーフ・プロデューサーについて、ＮＨＫは11日付けで停職３か月の懲戒処分にしました。
中国 ことしの新車販売台数 28年ぶりに減少見通し,2018年12月11日,中国のことし１年間の新車の販売台数が、28年ぶりに前の年を下回る見通しとなり、業界団体は米中の貿易摩擦などを背景に販売の低迷は当面続くという見方を示しました。中国自動車工業協会が11日発表した中国国内の先月の新車の販売台数は、254万8000台と去年の同じ月を13.9％下回りました。新車の販売台数はことし９月以降、３か月連続で10％を超える大幅な減少が続いています。さらに、ことしに入ってから先月までの累計の販売台数も、去年の同じ月を1.7％下回りました。このところの販売台数の落ち込みは、小型車向けに実施されていた減税措置が廃止されたことなどによるもので、協会は今月も販売台数の回復は難しく、ことし１年間の販売台数は1990年以来、28年ぶりに前の年を下回る見通しだとしています。記者会見した中国自動車工業協会の幹部は「過剰生産や環境、さらに米中の貿易問題などが影響している。こうした状況が来年すぐに好転するとは言えない」と述べ、販売の低迷が当面、続くという見方を示しました。一方、中国政府が普及に力を入れている電気自動車など新エネルギー車は、11月までの販売台数が、去年の同じ時期を68％上回る103万台となり、初めて100万台を超えました。
トラック運転手にタイヤチェーン装着の講習会 金沢,2018年12月11日,大雪によるトラックなどの立往生を防ごうと、トラック運転手にタイヤチェーンの正しい装着方法を学んでもらう講習会が金沢市で開かれました。この講習会は、ことし２月の記録的な大雪で福井県から石川県にかけての国道８号線でおよそ1500台が立往生したことを受けて開かれ、トラックの運転手およそ70人が参加しました。講習会では、はじめにＪＡＦ＝日本自動車連盟の担当者が、大雪による立往生を防ぐためには、タイヤチェーンの装着は効果的で、天候の急変などに備えて常に備えておくべきだと呼びかけました。続いて、参加者はチェーンの正しい装着方法について指導を受けました。参加したトラック運転手はＪＡＦや警察の担当者から教わりながら、チェーンにねじれがないか確認してからたるみなくタイヤに装着させることを学びました。国土交通省は、大雪が予想される際には過去に大規模な立往生が発生した区間などで、タイヤへのチェーンの装着を義務づけることにしていて、対象となる全国の13の区間を10日、公表しました。30代のトラック運転手の男性は「ことしの大雪で立往生した経験もあるのでタイヤチェーンの義務化はよいことだと思います。しっかり装着できるよう会社でも練習したい」と話していました。ＪＡＦ石川支部の元谷公一さんは「タイヤチェーンに慣れていない人はすぐに装着できるよう繰り返し練習してほしい」と話していました。
関東北部中心に12日朝にかけ雪 交通影響に注意,2018年12月11日,低気圧や上空の寒気の影響で、関東北部は、これから12日の朝にかけて山沿いを中心に雪が降り、平野部でも積もるところがある見込みです。関東南部の山沿いでも雨に雪が混じるおそれがあり、交通への影響などに注意が必要です。気象庁によりますと、上空の寒気の影響で、11日の関東地方は気温があまり上がらず、日中の最高気温は、東京の都心と横浜市で７度３分、さいたま市で７度９分、前橋市で８度１分、千葉市で８度ちょうどなどと、各地でこの冬いちばんの寒さとなりました。これから12日朝にかけては、関東の南岸を低気圧が進むため広い範囲で雨が降る見込みで、北部では山沿いを中心に雪が降り、ところによって平野部でも雪が積もる見込みです。12日夕方までに降る雪の量は、いずれも多いところで関東北部の山沿いで15センチ、平野部で５センチと予想されています。また、埼玉県の秩父地方や東京の多摩地方など、関東南部の山沿いでも雨に雪が混じるおそれがあります。12日の朝も各地で冷え込み、最低気温は埼玉県秩父市で０度、前橋市で２度、東京の都心と横浜市、さいたま市、宇都宮市で３度と予想されています。気象庁は、積雪や路面の凍結による交通への影響などに注意するよう呼びかけています。
巨人へ移籍の丸が会見「勝利に貢献できるプレーを」,2018年12月11日,プロ野球・広島から、ＦＡ＝フリーエージェント宣言して、巨人への移籍が決まった丸佳浩選手が11日、入団の記者会見に臨み、「チームの勝利に貢献できるプレーをたくさんみせたい」と抱負を語りました。丸選手は、今シーズン、２年連続でセ・リーグのＭＶＰに輝く活躍で広島のリーグ３連覇に貢献し、フリーエージェントを宣言して、巨人への移籍が決まっていました。丸選手は、11日、巨人と５年契約、推定で総額25億5000万円で正式契約を結び、その後、東京都内のホテルで、来シーズンから指揮を執る原辰徳監督とともに入団の記者会見に臨みました。この中で丸選手は、「巨人は常に優勝を目指して戦っているチームで、そういうチームの中で、いいコンディションで試合に出て、しっかり打線をつないでいきたい。チームの勝利に貢献できるプレーをたくさんみせたい」と抱負を語りました。背番号は原監督が現役時代につけた「８」に決まり、「原監督の現役時代のように、ひとりでも多くのファンにガッツあふれるプレーをみせたい」と背番号への思いを話しました。原監督は「入団が正式に決まり、中心選手として丸選手が入ってくれたことで、オーダーを組むのが非常に楽しみになった。本当の意味で、来シーズンのスタートが切れた」と大きな期待を寄せていました。
ラグビー ヤマハ清宮監督 今季限りで退任へ,2018年12月11日,ラグビートップリーグのヤマハ発動機で８シーズン指揮をとってきた清宮克幸監督が、シーズン終了後に退任する意向を明らかにしました。これは、11日、清宮監督が静岡県磐田市の練習グラウンドで報道陣に対して明らかにしました。この中で、清宮監督は「ヤマハ発動機が誇れるクラブになった自負がある。次の人間にチームを託してもいいかなと思ったので、シーズンが始まる前から監督を降りる決意をしていた」と話し、今シーズン限りで退任する意向を示しました。清宮監督は大阪府出身の51歳、プロ野球日本ハムの清宮幸太郎選手の父親です。ラグビーの監督として早稲田大学を大学王者に、トップリーグのサントリーを初優勝に導いたあと、平成23年に当時低迷していたヤマハ発動機のチーム立て直しを託され、監督に就任しました。平成27年には日本選手権で初優勝し、８シーズン目の今シーズンは、トップリーグ初優勝を目標にしていましたが、今月８日に行われた総合順位決定トーナメントの２回戦でサントリーに敗れて優勝を逃し、３位決定戦に回りました。清宮監督は来月までチームの指揮を執るということで、今後については、来月、改めて会見の場を設けて述べたいとしています。
ＡＳＫＡ未発表曲を無断で放送 読売テレビなどに賠償命令,2018年12月11日,歌手のＡＳＫＡさんが、未発表の楽曲をテレビ番組で無断で放送されたと訴えた裁判の判決で、東京地方裁判所は芸能リポーターと読売テレビに対して合わせて110万円余りの賠償を命じました。歌手のＡＳＫＡさんはおととし11月に読売テレビの「情報ライブミヤネ屋」で、みずからが作った未発表の楽曲を無断で放送されたとして、芸能リポーターの井上公造氏と読売テレビに対して3300万円余りの賠償を求めています。この楽曲は2020年の東京オリンピックに向けて作られ、井上氏に感想を聞きたいとして録音データが送られていましたが、ＡＳＫＡさんが警察から捜査を受けているという報道の際に放送されたということです。11日の判決で、東京地方裁判所の沖中康人裁判長は、「放送によって、原告は創作した目的にあった時期に楽曲を公表する機会を失った。捜査の報道に関連して紹介されたことによって、視聴者には創作した目的とは相いれない印象を与えることになった」と指摘して、井上氏と読売テレビに対して、合わせて110万円余りの賠償を命じました。判決について読売テレビは「今回の判決を真摯（しんし）に受け止めております。ＡＳＫＡ氏をはじめ関係者の皆様に、ご迷惑をおかけしたことをおわびします。今後の対応については慎重に検討したいと考えております」とコメントしています。
鳥取 ６市町で最高裁裁判官国民審査の投票用紙を誤って廃棄,2018年12月11日,鳥取県内の６つの市と町の選挙管理委員会が、最高裁判所裁判官の国民審査の投票用紙について、法律で義務づけられた保存期間中にもかかわらず、誤って廃棄していたことがわかりました。衆議院選挙と合わせて行われる最高裁判所裁判官の国民審査では、開票済みの投票用紙を法律で10年間保存することが義務づけられていますが、先月から京都や奈良などの自治体で保存期間が終わる前に廃棄するミスが相次いで明らかになり、鳥取県選挙管理委員会が県内の自治体を調査しました。その結果、鳥取市と倉吉市、八頭町、湯梨浜町、琴浦町、それに南部町で、平成21年から26年にかけて行われた国民審査で開票された、投票用紙合わせておよそ41万枚を保存期間が終わる前に誤って廃棄したことがわかりました。県によりますと、同時に行われた衆議院選挙の投票用紙は当選者の任期終了までが保存期間だったため、多くが国民審査も同じ期間だと誤って解釈していたということです。さらに南部町選挙管理委員会では、国民審査のほかにも、５年前の参議院選挙や３年前の県知事選挙などの投票用紙、合わせて２万4000枚余りを保管場所を変更した際に、誤って廃棄したということです。鳥取県選挙管理委員会は、県内の市町村に対し、投票用紙の保存方法の再点検や再発防止に向けた取り組みを行うよう通知しました。
サッカー男子 年齢制限ない代表「コパアメリカ」へ,2018年12月11日,サッカー日本代表の来年のスケジュールが発表され、招待を受けていた南米王者を決める大会「コパアメリカ」には、男子の年齢制限のない代表が出場することになりました。日本サッカー協会は11日、都内で記者会見を開き、各年代の日本代表の来年の強化方針や試合予定を発表しました。このうち、男子の年齢制限のない代表は、来月開幕するアジアカップに出場したあと、３月と６月に国内で強化試合を２試合ずつ行い、６月から７月にかけてはブラジルで開かれる南米王者を決める大会「コパアメリカ」に招待を受けて出場します。コパアメリカには、当初、東京オリンピック世代となる22歳以下の代表を遠征させることが想定されていましたが、関塚隆技術委員長から年齢制限のない代表の派遣が発表されました。一方、東京オリンピック世代の代表は、３月に23歳以下のアジア選手権の予選に出場し、その後はフランスなどへの海外遠征や強化試合を重ねる方針です。２つの代表で指揮を執る森保一監督は「コパアメリカについては、どういう編成になるか具体的には言えないが、幅広い年代で組むことが考えられる。貴重な強化・経験の場で本気の南米勢を相手に経験値を高めたい。22歳以下の代表は、東京オリンピックで金メダルを取るために準備をする。結果にこだわりつつ、チームの成長を促せるように頑張りたい」と話しました。また、女子の代表「なでしこジャパン」は、６月にフランスで開幕する女子ワールドカップを最大目標に、２月からアメリカで開かれる国際大会に出場し、３月から４月にかけてとワールドカップ直前に海外遠征を計画しています。ワールドカップの組み合わせ抽選会のためフランスにいた高倉麻子監督は「もう１度、ワールドカップを掲げるため、チーム一丸として頑張ってきた。なでしこのサッカーを追求して最高の結果を得たい」と、ビデオメッセージを寄せました。
”東京ドーム２杯分の海水が流入” 台風21号の関空浸水分析,2018年12月11日,ことし９月の台風21号で滑走路などが浸水した関西空港では、５メートルを超える非常に大きな高波が護岸を越え、東京ドーム２杯分にあたるおよそ270万立方メートルの海水が流れ込んでいたと推計されることが専門家による第三者委員会の分析で分かりました。関西空港はことし９月の台風21号で滑走路や貨物施設など広い範囲が浸水し、地下の電源施設にも水が入ったことから一時、全面的に閉鎖されました。専門家による第三者委員会がまとめた最終報告によりますと、関西空港では、潮位が最高で２メートル48センチに達していたことに加え、沖合で５メートルを超える過去に観測されたことのない非常に大きな高波が発生したことで波が護岸を越えたとしています。そして、流れ込んだ水の量はおよそ270万立方メートルと、東京ドーム２杯分にあたると推計されるということです。関西空港では、50年に１度の高波でも波が越えないよう、護岸を高くする対策をとっていました。第三者委員会の委員長で京都大学防災研究所の平石哲也教授は「さまざまな工法を検討して今後の対策を進める必要がある」と話しています。この最終報告を踏まえ、空港を運営する「関西エアポート」は13日、今後の防災対策を発表することにしています。
117年前に米軍が持ち去った鐘 フィリピンに返還,2018年12月11日,117年前、アメリカ軍がフィリピンの教会から持ち去った鐘が、フィリピン側の強い要請を受けて11日、返還され、ぎくしゃくしてきたアメリカとフィリピンの関係改善につながるか注目されます。返還されたのは、フィリピンの独立をめぐってアメリカとの戦争が行われていた1901年に、中部サマール島の教会からアメリカ軍が持ち去った「バランギガの鐘」と呼ばれる青銅製の鐘３つです。11日はフィリピン軍の関係者などおよそ500人が首都マニラ近郊の空軍基地に集まり、アメリカ軍の輸送機で運ばれた鐘が木箱から取り出されると、「フィリピン万歳」などの歓声が上がっていました。つづく式典では、アメリカのソン・キム駐フィリピン大使が「返還によりアメリカはフィリピンとの友情と同盟関係を修復できる」と話すと、ロレンザーナ国防相は「歴史と理想を共有した両国の新たな友情の始まりだ」と応じていました。戦争中、この鐘の音が合図となり行われた奇襲作戦でおよそ50人の米兵が殺害され、これに対する報復としてアメリカ軍は住民2500人以上を殺害するとともに鐘を戦利品として持ち去ったことから、フィリピン政府が長年、返還を求めてきました。特にドゥテルテ大統領は去年の施策方針演説で鐘の返還を求めるなど強い意欲を示していて、ぎくしゃくしてきたアメリカとフィリピンの関係改善につながるか注目されます。
ＪＡＸＡ汚職事件 一部業務の意志決定手続きに改善点,2018年12月11日,ＪＡＸＡ＝宇宙航空研究開発機構に文部科学省から出向していた元理事の汚職事件をめぐり、ＪＡＸＡは11日内部で行った調査結果をまとめ、元理事の関与した業務でＪＡＸＡの規程違反はなかったものの、一部の業務で意志決定の手続きが不明確で今後改善が必要としました。この事件は、文部科学省からＪＡＸＡに出向していた元理事の川端和明被告が、東京の医療コンサルタント会社に便宜をはかった見返りに接待などを受けたとしてことし８月東京地検特捜部に収賄の罪で起訴されたものです。ＪＡＸＡは、事件を受けて、内部に法律の専門家などの検証チームをつくり、特捜部の捜査とは別に、元理事の業務実態の把握と他に不正な事案はないかなどを調べ11日、報告書にまとめました。それによりますと、元理事の業務についてＪＡＸＡの内部規程違反や過度な権限行使は確認できなかったとしました。しかし、おととし東京医科大学の講演会に宇宙飛行士の派遣を決めた案件では、元理事が国会議員からの依頼として優先的に扱ってほしいとの相談を担当部署に行い、その後の審査会で派遣が決定されたということです。これについて報告書では内部の規則や運用で政策に関わる政治家や官庁などからの依頼は、優先案件候補として扱うことを認めていることから不正とは言えないものの、一連の手続きの中で、誰がどういう裁量で判断をしたかが不明確で根拠となる記録もないなどとして、「権限を有する者が特定の案件を有利に扱う余地があり、意志決定の手続きの改善が必要」としました。このほか、元理事以外の国からの出向者などについて調べましたが、不正な事案は認められなかったということです。ＪＡＸＡの山川宏理事長は「規程違反は認められなかったが、業務運営上の課題が把握された。指摘をしんしに受け止め対策を実行したい」と話しています。
英メイ首相 ＥＵからの離脱協定案修正に理解求め各国と会談へ,2018年12月11日,ＥＵ＝ヨーロッパ連合からの離脱協定案の議会での採決について、直前になって延期することを発表したイギリスのメイ首相は、11日、各国の首脳と相次いで会談する予定で、協定案の修正に理解を求めるものとみられます。イギリスのメイ首相は10日午後、日本時間の11日未明、議会下院で緊急の声明を発表し、翌日に予定されていたＥＵからの離脱協定案の議会での採決について、大差で否決される可能性が高いとして、延期することを発表しました。発表から一夜明けて、メイ首相は、オランダのハーグでルッテ首相との会談に臨んでいるほか、このあと、ドイツに移動して、メルケル首相とも会談する予定です。メイ首相としては、13日から開かれるＥＵ首脳会議を前に、北アイルランドとアイルランドの国境管理の取り決めなど議会から批判が出ている協定案の修正について、各国の首脳に理解を求めるものとみられます。しかし、ＥＵのトゥスク大統領はツイッターで「再交渉はしない」と明言しているうえ、仮にＥＵ側から譲歩が得られたとしても議会の支持を取り付けられるかは未知数で、メイ首相にとって厳しい状況が続いています。
巨人 坂本 複数年契約の来季推定５億円で更改,2018年12月11日,プロ野球で今シーズン、入団以来、自己最高の打率をマークした巨人のキャプテン、坂本勇人選手が、変動制の複数年契約を結び、来シーズンについては１億5000万円アップの推定５億円で更改しました。坂本選手は、プロ12年目の今シーズン、左脇腹を痛めた影響で、レギュラーに定着してからもっとも少ない109試合の出場でしたが打率はプロで自己最高の３割４分５厘をマークしました。坂本選手は11日、東京都内の球団事務所で球団との契約交渉に臨み、変動制の複数年契約を結んで来シーズンについては１億5000万円アップの推定５億円で更改しました。坂本選手は交渉後の記者会見で、「個人的なバッティングの成績だけを見ればよかったが、チームが3位だったので悔しいのひとことだ」とシーズンを振り返りました。そして、５年連続でキャプテンを務める来シーズンに向けては、「打率３割３分以上は常に打ちたいと思っているし、チームとしては優勝しかない。何とか優勝して喜びたい」と意気込みました。また、広島からフリーエージェントで移籍してくる丸佳浩選手については、「優勝するためには心強いし、個人的にも刺激を受ける数少ない年下の選手だ。２人で引っ張っていけるようにいい関係性を作りたいし、どういう感じでバッティングをしているのか聞いてみたい」と強力な新メンバーの加入を歓迎していました。
米軍機墜落事故 安倍首相が米大統領にメッセージ,2018年12月11日,高知県沖でアメリカ軍の戦闘攻撃機と空中給油機が接触し海上に墜落した事故を受けて、安倍総理大臣は、アメリカのトランプ大統領に宛てたメッセージを出し、犠牲者に哀悼の意を表するとともに、引き続き日米で緊密に協力し同盟の絆を強固にするとしています。メッセージで安倍総理大臣は、「乗員６人が亡くなったという悲報に接し、犠牲となられた方々、およびご遺族に対し、心からの哀悼の意を表するとともに、負傷された方にお見舞い申し上げる」としています。そして、「日米同盟は、われわれの深い信頼関係のもとかつてなく強固なものとなっている。トランプ大統領と引き続き緊密に連携し、日米同盟の絆を一層強固にするとともに、地域の平和と安定の確保のために、ともに協力していく決意だ」としています。
北京五輪 男子400mリレー 日本は銀に ドーピングで繰り上げ,2018年12月11日,2008年の北京オリンピック陸上男子400メートルリレーで銅メダルを獲得した日本は、ドーピング違反によって金メダルのジャマイカの失格が確定したため、銀メダルに繰り上がりました。これはＪＯＣ＝日本オリンピック委員会がＩＯＣ＝国際オリンピック委員会の決定を受け、11日発表しました。2008年に行われた北京オリンピックの陸上男子400メートルリレーに、日本は塚原直貴選手、末續慎吾選手、高平慎士選手、朝原宣治選手の４人で臨み、オリンピックの男子トラック種目で史上初のメダルとなる銅メダルを獲得しました。金メダルはウサイン・ボルト選手を擁するジャマイカが獲得しましたが、第１走者のネスタ・カーター選手がドーピングの再検査で禁止薬物に陽性反応を示したため、ジャマイカは失格し、金メダル剥奪の処分となりました。カーター選手は処分を不服としてＣＡＳ＝スポーツ仲裁裁判所に訴えを起こしていましたが、ことし５月に棄却され、ＩＯＣから今月７日付けで日本が銅メダルから銀メダルに繰り上がったという通達がありました。銀メダルが授与されるメダルセレモニーは後日行われるということです。また、ウエイトリフティングでも海外選手のドーピング違反によって女子48キロ級で三宅宏実選手が６位から４位に、大城みさき選手が８位から６位に、女子69キロ級では齋藤里香選手が８位から６位にそれぞれ順位が上がりました。日本のメンバーの１人、高平慎士さんは「日本の短距離が世界に向かって挑戦してきた歴史、皆様からの応援・サポートがあってこその結果ですので改めて感謝申し上げます。しかし、このようなすばらしい結果の裏側にはスポーツにおけるルール違反という悲しい現実があり、自分たちが得られる本当の順位で表彰台に立つことができませんでした。アスリートがクリーンで正々堂々と戦っている姿に世界中が感動や希望を抱いている中、それを裏切る行為があったことは決して許されることではありません」とコメントを発表しました。
安倍首相 ガーナの道路改修に65億円の無償資金協力で合意,2018年12月11日,安倍総理大臣は、日本を訪れているアフリカ、ガーナのアクフォアド大統領と11日夜会談し、交通網の整備を支援するため、道路の改修費用として、およそ65億円の無償資金協力を行うことで合意しました。安倍総理大臣は11日夜、ガーナのアクフォアド大統領と初めて会談しました。この中で、アクフォアド大統領は、これまでの日本の支援に感謝し、現地の日本大使館前の道路をガーナで研究中に亡くなった野口英世にちなんで「野口英世博士通り」と今月名付けたことを伝えました。そして、両首脳は、ガーナの交通網の整備を支援するため、国道の改修費用として、およそ65億円の無償資金協力を行うことで合意しました。また、来年８月に日本で開かれるＴＩＣＡＤ＝アフリカ開発会議の成功に向けて協力していくことも確認しました。安倍総理大臣は共同記者発表で、「西アフリカの連結性の向上に向けてインフラ開発などに貢献していく。大統領の日本訪問を契機に両国関係をさらに強化したい」と述べました。
競泳 瀬戸が短水路200Ｍバタフライで世界新,2018年12月11日,中国の杭州で開幕した競泳の世界短水路選手権、男子200メートルバタフライで、瀬戸大也選手が１分48秒24の短水路の世界新記録で優勝しました。
英メイ首相 ＥＵからの離脱協定案修正に理解求め各国と会談,2018年12月11日,ＥＵ＝ヨーロッパ連合からの離脱協定案の議会での採決について、直前になって延期することを発表したイギリスのメイ首相は、11日、各国の首脳と相次いで会談する予定で、協定案の修正に理解を求めるものとみられます。イギリスのメイ首相は10日午後、日本時間の11日未明、議会下院で緊急の声明を発表し、翌日に予定されていたＥＵからの離脱協定案の議会での採決について、大差で否決される可能性が高いとして、延期することを発表しました。11日、メイ首相は、オランダのハーグでルッテ首相と、ドイツのベルリンでメルケル首相と相次いで会談しました。メイ首相としては、13日から開かれるＥＵ首脳会議を前に、北アイルランドとアイルランドの国境管理の取り決めなど議会から批判が出ている協定案の修正について、各国の首脳に理解を求めるものとみられます。しかし、ＥＵのトゥスク大統領はツイッターで「再交渉はしない」と明言しているうえ、仮にＥＵ側から譲歩が得られたとしても議会の支持を取り付けられるかは未知数で、メイ首相にとって厳しい状況が続いています。
警察無線の音声をネットに公開 岩手の男性が名乗り出る,2018年12月11日,先月、警察無線でのやり取りとみられる音声がインターネット上で公開されているのが見つかりましたが、岩手県の60代の男性が「自分が投稿した」と名乗り出たことがわかりました。男性は「警察無線の音声が入ったＣＤを購入した」と話しているということで、警視庁などが詳しいいきさつを調べています。先月、動画投稿サイト「ＹｏｕＴｕｂｅ」に、警察無線でのやり取りとみられる音声が公開されているのが見つかり、警視庁が調べたところ平成21年に東京都内で起きたひき逃げ事件の捜査で通信指令本部とパトカーとの間でやり取りされたものが、何らかの方法で録音された可能性が高いことが分かりました。音声には事件に関係するとみられる車のナンバーや所有者の名前などの個人情報が含まれていて、警視庁が、サイトを運営するグーグルに要請して削除されました。捜査関係者によりますと、この問題が報道された今月８日、岩手県内に住む60代の男性が警察に、「自分が投稿した」と名乗り出たということです。男性は「警察無線の音声が収録されたＣＤを購入した」と話しているということです。警察無線は暗号化され一般の人は聞くことができないよう厳重に対策が取られていて、警視庁などが詳しいいきさつを調べています。
「元慰安婦が望むのは安倍首相の謝罪」韓国の国会議長,2018年12月11日,知日派として知られる韓国のムン・ヒサン（文喜相）国会議長は、慰安婦問題について「元慰安婦が望むのは安倍総理大臣の謝罪だ」と述べ、対応を求めました。韓国政府は、2015年の日韓合意に基づいて設立し、日本政府が10億円を拠出した元慰安婦を支援する財団を先月、解散すると発表し、日本側は合意の着実な実施を求めて抗議していました。こうした中、知日派として知られる韓国のムン・ヒサン国会議長は11日、ソウルで記者会見を開き、「韓国側が日韓合意を認めないと言ったことは一度もない。ただ、国民の大部分が合意に至るまでの交渉に問題があったとみている」と述べ、韓国政府の判断に理解を示しました。そのうえで、「元慰安婦が望むのは金ではなく、安倍総理大臣の謝罪のひと言だ。歴史の前に時効はなく、首脳間の合意は何の役にも立たない。それがなぜできないのか。今からでも遅くない」と述べ、対応を求めました。また、太平洋戦争中の「徴用」をめぐる問題で、韓国の最高裁判所が日本企業に賠償を命じる判決を相次いで出し、日本側は日韓国交正常化に伴い解決済みだという立場で抗議していることに関連して、ムン議長は「最高裁判決は韓国国民ならば受け入れるしかない決定だ。正しいとか間違っているということではなく、守らなければならない」と述べ、判決を尊重する考えを述べました。
